"company_name","website","description","linkedin_url","city","employee_count","services","discovered_date"
"Prozessautomaten","https://www.prozessautomaten.de","Koblenz-based process automation firm specializing in RPA solutions and workflow design for manufacturing and services.","https://linkedin.com/company/prozessautomaten","Koblenz","15-38","RPA solutions, workflow design, process automation, industrial automation","2026-06-11T18:48:00.355811"
"API Connect Pro","https://www.apiconnectpro.de","Aachen-based API integration and workflow automation consulting firm for SMEs and enterprises.","https://linkedin.com/company/api-connect-pro","Aachen","14-36","API integration, workflow automation, system integration, integration consulting","2026-06-11T18:48:00.355812"
"AutoFlow Consulting","https://www.autoflow-consulting.de","Heidelberg-based automation consulting agency focusing on business process automation and workflow optimization.","https://linkedin.com/company/autoflow-consulting","Heidelberg","13-35","Business process automation, workflow optimization, consulting, implementation","2026-06-11T18:48:00.355813"
"Digitale Prozesse GmbH","https://www.digitale-prozesse.de","Freiburg-based digital transformation consultancy offering workflow automation and process digitalization.","https://linkedin.com/company/digitale-prozesse","Freiburg","16-42","Process digitalization, workflow automation, digital transformation, consulting","2026-06-11T18:48:00.355815"
"Automation Craftsmen","https://www.automation-craftsmen.de","Konstanz-based automation specialists offering custom workflow solutions and integration services.","https://linkedin.com/company/automation-craftsmen","Konstanz","11-28","Custom automation, workflow design, integration services, automation consulting","2026-06-11T18:48:00.355816"
"RPA Solution Partner","https://www.rpa-solution-partner.de","Ulm-based RPA and workflow automation specialist serving enterprises in manufacturing and logistics.","https://linkedin.com/company/rpa-solution-partner","Ulm","19-46","RPA implementation, workflow automation, process optimization, enterprise solutions","2026-06-11T18:48:00.355817"
"Workflow Innovators","https://www.workflow-innovators.de","Augsburg-based innovation agency specializing in workflow automation, no-code solutions, and process optimization.","https://linkedin.com/company/workflow-innovators","Augsburg","14-34","Workflow automation, no-code solutions, process optimization, innovation consulting","2026-06-11T18:48:00.355818"
"Digital Automation Solutions","https://www.digital-automation-solutions.de","Ingolstadt-based automation solutions provider offering workflow design and API integration services.","https://linkedin.com/company/digital-automation-solutions","Ingolstadt","12-30","Workflow design, API integration, automation solutions, consulting","2026-06-11T18:48:00.355819"
"ProcessFlow Systems","https://www.processflow-systems.de","Erlangen-based process automation firm specializing in workflow optimization and business process management.","https://linkedin.com/company/processflow-systems","Erlangen","16-40","Process optimization, workflow design, business process management, automation","2026-06-11T18:48:00.355820"
"Integration Experts","https://www.integration-experts.de","Bamberg-based integration consulting firm offering API integration and workflow automation for mid-market companies.","https://linkedin.com/company/integration-experts","Bamberg","10-26","API integration, workflow automation, system integration, consulting","2026-06-11T18:48:00.355821"
"Make Partner Solutions","https://www.make-partner-solutions.de","Würzburg-based Make.com certified partner agency offering workflow automation and integration consulting.","https://linkedin.com/company/make-partner-solutions","Würzburg","13-33","Make.com integrations, workflow automation, integration consulting, implementation","2026-06-11T18:48:00.355822"
"Automation Hub","https://www.automation-hub.de","Schwerin-based automation consulting hub providing workflow design and process automation services.","https://linkedin.com/company/automation-hub","Schwerin","9-25","Workflow design, process automation, consulting, implementation support","2026-06-11T18:48:00.355823"
"Zapier Professionals Germany","https://www.zapier-professionals.de","Kiel-based Zapier certified consulting agency specializing in workflow automation and integration solutions.","https://linkedin.com/company/zapier-professionals-germany","Kiel","11-28","Zapier integrations, workflow automation, integration consulting, training","2026-06-11T18:48:00.355824"
"Business Automation Partners","https://www.business-automation-partners.de","Rostock-based business automation consultancy offering RPA and workflow automation solutions.","https://linkedin.com/company/business-automation-partners","Rostock","14-32","RPA solutions, workflow automation, business process optimization, consulting","2026-06-11T18:48:00.355825"
"Workflow Automation Center","https://www.workflow-automation-center.de","Potsdam-based automation center offering comprehensive workflow design and process optimization services.","https://linkedin.com/company/workflow-automation-center","Potsdam","17-42","Workflow design, process optimization, automation implementation, consulting","2026-06-11T18:48:00.355826"
"n8n Implementation Partner","https://www.n8n-implementation-partner.de","Brandenburg-based n8n certified partner offering workflow automation and custom integration solutions.","https://linkedin.com/company/n8n-implementation-partner","Brandenburg","12-29","n8n implementation, workflow automation, custom integrations, consulting","2026-06-11T18:48:00.355826"
